year,filename,perplexity
1989,1989_Thinktank_CR_Heritage_19.txt_chunk9,131.2464141845703
1989,1989_Thinktank_CR_Heritage_19.txt_chunk8,59.99445343017578
1989,1989_Thinktank_CR_Heritage_19.txt_chunk7,70.91376495361328
1989,1989_Thinktank_CR_Heritage_19.txt_chunk6,118.399169921875
1989,1989_Thinktank_CR_Heritage_19.txt_chunk5,140.79879760742188
1989,1989_Thinktank_CR_Heritage_19.txt_chunk14,134.77212524414062
1989,1989_Thinktank_CR_Heritage_19.txt_chunk11,55.75629806518555
1989,1989_Thinktank_CR_Heritage_19.txt_chunk12,63.32086181640625
1989,1989_Thinktank_CR_Heritage_19.txt_chunk13,81.74607849121094
1989,1989_Thinktank_CR_Heritage_19.txt_chunk10,101.06599426269531
1989,1989_Thinktank_CR_Heritage_93.txt_chunk1,122.84748077392578
1989,1989_Thinktank_CR_Heritage_93.txt_chunk0,108.28418731689453
1989,1989_Thinktank_CR_Heritage_93.txt_chunk6,185.74624633789062
1989,1989_Thinktank_CR_Heritage_19.txt_chunk2,57.62123489379883
1989,1989_Thinktank_CR_Heritage_19.txt_chunk1,43.010101318359375
1989,1989_Thinktank_CR_Heritage_19.txt_chunk0,46.444610595703125
1989,1989_Thinktank_CR_Heritage_93.txt_chunk5,95.7226333618164
1989,1989_Thinktank_CR_Heritage_93.txt_chunk4,126.7796630859375
1991,1991_Thinktank_CR_Heritage_68.txt_chunk0,56.169490814208984
1991,1991_Thinktank_CR_CFR_6.txt_chunk22,101.60893249511719
1991,1991_Thinktank_CR_Heritage_92.txt_chunk2,42.809696197509766
1991,1991_Thinktank_CR_Heritage_3.txt_chunk0,82.48223114013672
1991,1991_Heritage_MFN.txt_chunk1,61.37110137939453
1991,1991_Heritage_MFN.txt_chunk0,61.77009201049805
1991,1991_Thinktank_CR_Heritage_92.txt_chunk0,25.853788375854492
1991,1991_Heritage_MFN.txt_chunk2,148.01455688476562
1991,1991_Thinktank_CR_Heritage_92.txt_chunk1,66.0845947265625
1991,1991_Thinktank_CR_Brookings_79.txt_chunk0,66.29706573486328
1991,1991_Heritage_MFN.txt_chunk4,99.52359008789062
1991,1991_Heritage_MFN.txt_chunk3,120.19310760498047
1991,1991_Thinktank_CR_Heritage_68.txt_chunk1,68.68211364746094
1991,1991_Thinktank_CR_CFR_6.txt_chunk19,106.8144760131836
1991,1991_Thinktank_CR_CFR_6.txt_chunk18,101.08594512939453
1991,1991_Thinktank_CR_CFR_6.txt_chunk17,95.80852508544922
1991,1991_Thinktank_CR_CFR_6.txt_chunk0,61.13064193725586
1991,1991_Thinktank_CR_CFR_45.txt_chunk5,76.07809448242188
1991,1991_Thinktank_CR_CFR_45.txt_chunk4,112.70979309082031
1991,1991_Thinktank_CR_CFR_45.txt_chunk0,72.08251953125
1991,1991_Thinktank_CR_CFR_45.txt_chunk1,97.55229187011719
1991,1991_Thinktank_CR_CFR_45.txt_chunk2,131.065185546875
1991,1991_Thinktank_CR_CFR_45.txt_chunk6,142.15252685546875
1991,1991_Thinktank_CR_CFR_45.txt_chunk3,75.61631774902344
1991,1991_Thinktank_CR_CFR_6.txt_chunk4,202.7943572998047
1991,1991_Thinktank_CR_CFR_6.txt_chunk9,160.15731811523438
1991,1991_Thinktank_CR_CFR_73.txt_chunk3,77.3739013671875
1991,1991_Thinktank_CR_CFR_73.txt_chunk4,156.96945190429688
1991,1991_Thinktank_CR_CFR_73.txt_chunk0,57.14889144897461
1991,1991_Thinktank_CR_CFR_6.txt_chunk21,68.88951110839844
1991,1991_Thinktank_CR_CFR_6.txt_chunk20,71.82587432861328
